noise,res,clusters,weight,NMI,ARI,CA,val_NMI,val_ARI,val_CA,loss,val_loss,clustering_loss,val_clustering_loss,zinb_loss,val_zinb_loss,CA_initial,ARI_initial,NMI_initial,val_CA_initial,val_ARI_initial,val_NMI_initial,training_time,nbr_iteration,CA_final,ARI_final,NMI_final,val_CA_final,val_ARI_final,val_NMI_final
0.6,0.08,7,1.0,"[0.87027, 0.87104, 0.87317, 0.87413, 0.87084, 0.87327, 0.87299, 0.8722, 0.87144, 0.8713, 0.87186, 0.87219, 0.87261]","[0.9141, 0.91189, 0.91344, 0.9129, 0.90946, 0.90989, 0.90805, 0.90776, 0.90647, 0.90566, 0.90626, 0.90587, 0.90569]","[0.88403, 0.88286, 0.88315, 0.88286, 0.8814, 0.8814, 0.88067, 0.88053, 0.87994, 0.8798, 0.87994, 0.8795, 0.87936]","[0.861, 0.86023, 0.86908, 0.86978, 0.8673, 0.87109, 0.86749, 0.86931, 0.86786, 0.86795, 0.86446, 0.87125, 0.86713]","[0.9025, 0.89658, 0.90187, 0.9058, 0.90239, 0.90821, 0.90256, 0.90767, 0.90215, 0.90217, 0.90133, 0.91008, 0.90466]","[0.88098, 0.87748, 0.8804, 0.88156, 0.8804, 0.88215, 0.87981, 0.88215, 0.87981, 0.87981, 0.87923, 0.88331, 0.87981]","[0.6579927206039429, 0.6477274894714355, 0.5925205945968628, 0.5679571032524109, 0.5686355829238892, 0.5742368698120117, 0.5626376271247864, 0.5527257323265076, 0.5559234023094177, 0.5705655217170715, 0.562705397605896, 0.5670701861381531, 0.5615090727806091]","[0.6856722831726074, 0.6609742641448975, 0.6140175461769104, 0.5991442203521729, 0.6013122200965881, 0.6022148728370667, 0.5987519025802612, 0.5918267369270325, 0.5919198989868164, 0.6055966019630432, 0.5992893576622009, 0.6006487011909485, 0.5934187769889832]","[0.1769077628850937, 0.15680484473705292, 0.08906348794698715, 0.05957803875207901, 0.05740971863269806, 0.06113022193312645, 0.05243385583162308, 0.04338892921805382, 0.04775385931134224, 0.05891043692827225, 0.05267529562115669, 0.05713159963488579, 0.05360930785536766]","[0.18164460361003876, 0.15552054345607758, 0.10264641791582108, 0.08506892621517181, 0.0850922018289566, 0.0848037376999855, 0.08392330259084702, 0.07754379510879517, 0.07903041690587997, 0.08981107175350189, 0.08489871770143509, 0.08612772077322006, 0.08072303235530853]","[0.48105424642562866, 0.49098968505859375, 0.5035521984100342, 0.5083911418914795, 0.5111618638038635, 0.5131022334098816, 0.5101723670959473, 0.509289026260376, 0.5081207156181335, 0.5115096569061279, 0.5099865794181824, 0.5098114013671875, 0.5077996253967285]","[0.5042353868484497, 0.5058664083480835, 0.5116806030273438, 0.5143224596977234, 0.5165427327156067, 0.5174395442008972, 0.5150310397148132, 0.5143386721611023, 0.5131272673606873, 0.5160834193229675, 0.51468425989151, 0.5147609114646912, 0.5130819082260132]",0.88403,0.9141,0.87027,0.88098,0.9025,0.861,712,324,0.87936,0.90569,0.87261,0.87981,0.90466,0.86713
0.7,0.05,7,1.0,"[0.85614, 0.86984, 0.86943, 0.86467, 0.86005, 0.86004, 0.85676, 0.85592, 0.85561, 0.85559, 0.855, 0.85418, 0.85522]","[0.90345, 0.91255, 0.9101, 0.90578, 0.89887, 0.89725, 0.89466, 0.89317, 0.89191, 0.89058, 0.88977, 0.88849, 0.88896]","[0.88082, 0.8814, 0.88009, 0.8779, 0.87469, 0.87352, 0.87163, 0.87061, 0.87002, 0.86929, 0.86871, 0.86813, 0.86813]","[0.84211, 0.85023, 0.8535, 0.86219, 0.86075, 0.86017, 0.85587, 0.85098, 0.84965, 0.84932, 0.85185, 0.85016, 0.847]","[0.88548, 0.88554, 0.88803, 0.89527, 0.89128, 0.89303, 0.88999, 0.88477, 0.88224, 0.87588, 0.88255, 0.88231, 0.87826]","[0.87515, 0.87281, 0.87281, 0.87515, 0.8734, 0.87281, 0.87165, 0.86873, 0.86814, 0.86523, 0.86814, 0.86756, 0.86581]","[0.6605463624000549, 0.6474833488464355, 0.5938723087310791, 0.5702293515205383, 0.5716832280158997, 0.5779446959495544, 0.5596720576286316, 0.5595687627792358, 0.5683303475379944, 0.5628407597541809, 0.5590333342552185, 0.5575819611549377, 0.5520495772361755]","[0.6901423931121826, 0.6615341901779175, 0.6143032312393188, 0.5991501808166504, 0.6025311350822449, 0.6063909530639648, 0.5946081280708313, 0.6001089811325073, 0.6063466668128967, 0.6022063493728638, 0.5997859835624695, 0.5996163487434387, 0.5954613089561462]","[0.1810133308172226, 0.15909497439861298, 0.0931466743350029, 0.06374170631170273, 0.0629262626171112, 0.066879503428936, 0.05139611288905144, 0.050818219780921936, 0.05945415794849396, 0.054114729166030884, 0.05077209323644638, 0.04905683547258377, 0.044401366263628006]","[0.18619433045387268, 0.15752755105495453, 0.10452058166265488, 0.08604800701141357, 0.08839207142591476, 0.09005896002054214, 0.08133061230182648, 0.08664724975824356, 0.09287294000387192, 0.08879049122333527, 0.08677466213703156, 0.08666229248046875, 0.08356491476297379]","[0.47950807213783264, 0.4884677231311798, 0.5008125901222229, 0.5064865946769714, 0.5086460113525391, 0.5110082030296326, 0.5082257986068726, 0.5086487531661987, 0.5087428689002991, 0.5086180567741394, 0.5082263946533203, 0.5083919167518616, 0.5075787901878357]","[0.5041465163230896, 0.5042871236801147, 0.5100839734077454, 0.5134095549583435, 0.5145050883293152, 0.5165539383888245, 0.5134658217430115, 0.5135899186134338, 0.5137667655944824, 0.5135842561721802, 0.5130549669265747, 0.5130898952484131, 0.5121897459030151]",0.88082,0.90345,0.85614,0.87515,0.88548,0.84211,757,324,0.86813,0.88896,0.85522,0.86581,0.87826,0.847
0.7,0.07,7,1.0,"[0.87003, 0.87377, 0.87097, 0.86955, 0.86911, 0.86573, 0.86559, 0.86422, 0.86227, 0.86196, 0.86139]","[0.92002, 0.91872, 0.91407, 0.91106, 0.90742, 0.90549, 0.90445, 0.90265, 0.90011, 0.89895, 0.89847]","[0.88549, 0.88519, 0.88359, 0.88213, 0.88038, 0.87921, 0.87877, 0.8779, 0.87702, 0.87629, 0.87615]","[0.84799, 0.85776, 0.86417, 0.86755, 0.86821, 0.87026, 0.86495, 0.86555, 0.86536, 0.86076, 0.86248]","[0.89778, 0.89927, 0.90386, 0.90906, 0.90795, 0.91088, 0.90674, 0.90718, 0.90437, 0.9013, 0.90408]","[0.8769, 0.87806, 0.88098, 0.88273, 0.88215, 0.8839, 0.88215, 0.88098, 0.87923, 0.87806, 0.87923]","[0.6632301211357117, 0.648832380771637, 0.5900588631629944, 0.5664964318275452, 0.5696051120758057, 0.5661024451255798, 0.5604308843612671, 0.5620731711387634, 0.5629490613937378, 0.5517631769180298, 0.5575168132781982]","[0.6876415610313416, 0.661156415939331, 0.6103702783584595, 0.5957459807395935, 0.5958285927772522, 0.599364161491394, 0.5973448157310486, 0.5928342342376709, 0.5967772006988525, 0.5919970273971558, 0.5972169041633606]","[0.1792798936367035, 0.15656372904777527, 0.08637481182813644, 0.05807625874876976, 0.05771293863654137, 0.054519105702638626, 0.0465509258210659, 0.050597887486219406, 0.05143183097243309, 0.0402287021279335, 0.04639996588230133]","[0.18312570452690125, 0.1555844098329544, 0.09923343360424042, 0.0818902924656868, 0.07954343408346176, 0.08401836454868317, 0.07939577847719193, 0.07778996974229813, 0.08205314725637436, 0.07693983614444733, 0.08296043425798416]","[0.48393362760543823, 0.49234244227409363, 0.5037874579429626, 0.5084477663040161, 0.5118387937545776, 0.5116505026817322, 0.5138490200042725, 0.5114132165908813, 0.5114740133285522, 0.5115227699279785, 0.5110711455345154]","[0.5047368407249451, 0.5058798789978027, 0.511353075504303, 0.5140246748924255, 0.5166451334953308, 0.5154737234115601, 0.5181211233139038, 0.5152939558029175, 0.5149595141410828, 0.5153552889823914, 0.5144489407539368]",0.88549,0.92002,0.87003,0.8769,0.89778,0.84799,640,270,0.87615,0.89847,0.86139,0.87923,0.90408,0.86248
0.7,0.08,7,1.0,"[0.87532, 0.88328, 0.88154, 0.88059, 0.88053, 0.87436, 0.86769, 0.86656, 0.86374, 0.8626, 0.86282]","[0.92024, 0.92416, 0.92202, 0.92131, 0.92086, 0.91353, 0.90558, 0.90329, 0.90043, 0.89836, 0.89832]","[0.88651, 0.88694, 0.88592, 0.88549, 0.88505, 0.88125, 0.87717, 0.876, 0.87454, 0.87352, 0.87338]","[0.85809, 0.86417, 0.87412, 0.87709, 0.87955, 0.87008, 0.86761, 0.8607, 0.86719, 0.8606, 0.85779]","[0.90024, 0.90156, 0.91132, 0.91494, 0.91722, 0.90705, 0.9073, 0.89845, 0.90224, 0.89484, 0.8926]","[0.87981, 0.87923, 0.88273, 0.88506, 0.88623, 0.88156, 0.88098, 0.8769, 0.87748, 0.87456, 0.87398]","[0.6704587340354919, 0.655352771282196, 0.5971887111663818, 0.5725056529045105, 0.5651471018791199, 0.5624770522117615, 0.5779876112937927, 0.5661543607711792, 0.5608586668968201, 0.5625354647636414, 0.5608451962471008]","[0.6968477964401245, 0.6674630045890808, 0.6168308258056641, 0.6004233360290527, 0.5956282615661621, 0.5938759446144104, 0.6116102933883667, 0.605191707611084, 0.5991299152374268, 0.6004557609558105, 0.6032070517539978]","[0.1881089210510254, 0.1636325865983963, 0.09391269832849503, 0.06379501521587372, 0.05437372252345085, 0.05169529840350151, 0.06660427153110504, 0.05405145138502121, 0.048505719751119614, 0.0516095831990242, 0.04540324956178665]","[0.19345247745513916, 0.16268260776996613, 0.10592211037874222, 0.08601290732622147, 0.07978979498147964, 0.07923265546560287, 0.09614743292331696, 0.08973520249128342, 0.0830644965171814, 0.08639580011367798, 0.08467071503400803]","[0.4823155999183655, 0.4917987287044525, 0.5033710598945618, 0.5087287425994873, 0.5107254385948181, 0.5106818675994873, 0.5112414360046387, 0.5120030045509338, 0.5122730135917664, 0.510899543762207, 0.5153361558914185]","[0.5035367608070374, 0.5050920844078064, 0.5111962556838989, 0.5146488547325134, 0.5160736441612244, 0.5149006247520447, 0.5156489014625549, 0.5157226920127869, 0.5161864757537842, 0.5141797661781311, 0.5187001824378967]",0.88651,0.92024,0.87532,0.87981,0.90024,0.85809,679,270,0.87338,0.89832,0.86282,0.87398,0.8926,0.85779
0.7,0.06,7,1.0,"[0.88545, 0.88073, 0.87639, 0.87397, 0.87045, 0.87069, 0.86857, 0.86754, 0.86689, 0.86519, 0.86484, 0.86503]","[0.92671, 0.92152, 0.91564, 0.91026, 0.90375, 0.90471, 0.90022, 0.89924, 0.89714, 0.8948, 0.89368, 0.89387]","[0.89001, 0.88767, 0.8849, 0.88257, 0.87936, 0.87936, 0.87775, 0.87717, 0.876, 0.87498, 0.8744, 0.87454]","[0.8663, 0.87064, 0.87984, 0.87873, 0.87509, 0.87907, 0.87215, 0.87796, 0.87512, 0.87415, 0.86477, 0.87295]","[0.91003, 0.90974, 0.91739, 0.91456, 0.913, 0.91661, 0.91159, 0.91497, 0.91075, 0.90991, 0.89547, 0.90928]","[0.88448, 0.8839, 0.88623, 0.88506, 0.8839, 0.88565, 0.88331, 0.88506, 0.88331, 0.88273, 0.8769, 0.88273]","[0.6669674515724182, 0.6458924412727356, 0.589688241481781, 0.5643291473388672, 0.5700539946556091, 0.569307267665863, 0.5598146915435791, 0.5669583678245544, 0.5617792010307312, 0.5708479881286621, 0.5934743285179138, 0.5601970553398132]","[0.6880694031715393, 0.6566386222839355, 0.6095067858695984, 0.5925780534744263, 0.6004218459129333, 0.5949975252151489, 0.5956897735595703, 0.6024801135063171, 0.5979397892951965, 0.6031720042228699, 0.6216328740119934, 0.5940760970115662]","[0.18186938762664795, 0.15221244096755981, 0.08599910140037537, 0.05694403499364853, 0.060483865439891815, 0.059842538088560104, 0.05017850548028946, 0.055988118052482605, 0.04895785450935364, 0.05925805866718292, 0.07702832669019699, 0.04887140542268753]","[0.1843547523021698, 0.15112052857875824, 0.09892464429140091, 0.08035922050476074, 0.08630679547786713, 0.08169359713792801, 0.08276233822107315, 0.08821233361959457, 0.08174252510070801, 0.08884786069393158, 0.10243026912212372, 0.07986979931592941]","[0.4851088225841522, 0.4937712848186493, 0.5037782192230225, 0.5074057579040527, 0.5094861388206482, 0.5094149708747864, 0.5095915198326111, 0.5108190178871155, 0.5126992464065552, 0.5115053653717041, 0.5162215232849121, 0.5113321542739868]","[0.5039563775062561, 0.5058565735816956, 0.5109094381332397, 0.5125415921211243, 0.5144046545028687, 0.5135714411735535, 0.5134797096252441, 0.5147265791893005, 0.5164758563041687, 0.5145256519317627, 0.5194642543792725, 0.5143989324569702]",0.89001,0.92671,0.88545,0.88448,0.91003,0.8663,733,297,0.87454,0.89387,0.86503,0.88273,0.90928,0.87295
0.8,0.06,6,1.0,"[0.85674, 0.86184, 0.85987, 0.8593, 0.86078, 0.86017, 0.8573, 0.8579, 0.85837]","[0.91211, 0.91025, 0.90764, 0.90535, 0.90495, 0.90302, 0.90061, 0.9006, 0.90059]","[0.88053, 0.87877, 0.87717, 0.87644, 0.87615, 0.87542, 0.8744, 0.87425, 0.87411]","[0.84119, 0.84704, 0.84862, 0.8537, 0.85284, 0.84954, 0.85559, 0.85497, 0.85323]","[0.89003, 0.88741, 0.88959, 0.89205, 0.89052, 0.88745, 0.89254, 0.88946, 0.89049]","[0.87165, 0.86989, 0.87048, 0.87106, 0.87106, 0.86989, 0.87106, 0.87048, 0.87106]","[0.6591770052909851, 0.6453631520271301, 0.5879782438278198, 0.5621652007102966, 0.5598483681678772, 0.5575436949729919, 0.5503923892974854, 0.5422967076301575, 0.545045018196106]","[0.687425434589386, 0.6577547192573547, 0.6060971021652222, 0.5896852612495422, 0.588005542755127, 0.5885860323905945, 0.5824470520019531, 0.5802638530731201, 0.5851081013679504]","[0.17722651362419128, 0.1544404923915863, 0.08465851098299026, 0.05372833460569382, 0.049129147082567215, 0.04782771319150925, 0.040844861418008804, 0.03344213590025902, 0.03536383435130119]","[0.1827591359615326, 0.152878075838089, 0.09548863023519516, 0.07615979015827179, 0.07287716120481491, 0.07474905997514725, 0.06870634108781815, 0.06742163747549057, 0.07120894640684128]","[0.4819434583187103, 0.4909944534301758, 0.503391683101654, 0.5084445476531982, 0.5106475353240967, 0.5097073316574097, 0.5095183849334717, 0.5088133215904236, 0.5096063613891602]","[0.5049070119857788, 0.5052626729011536, 0.5110234618186951, 0.513863742351532, 0.5154425501823425, 0.514111340045929, 0.5139080882072449, 0.5129843354225159, 0.5140432715415955]",0.88053,0.91211,0.85674,0.87165,0.89003,0.84119,609,216,0.87411,0.90059,0.85837,0.87106,0.89049,0.85323
0.8,0.05,7,1.0,"[0.86003, 0.86324, 0.85805, 0.85858, 0.85757, 0.85397, 0.85428, 0.85409, 0.85425, 0.85382]","[0.90468, 0.90274, 0.89229, 0.8901, 0.8882, 0.88021, 0.88089, 0.87944, 0.87866, 0.87779]","[0.88271, 0.87921, 0.87411, 0.87309, 0.87221, 0.86856, 0.86871, 0.86798, 0.86769, 0.86725]","[0.85068, 0.86025, 0.86355, 0.86166, 0.86361, 0.8609, 0.86054, 0.85428, 0.85638, 0.85509]","[0.89216, 0.89462, 0.89402, 0.88923, 0.89225, 0.88134, 0.8873, 0.87629, 0.87497, 0.87456]","[0.87631, 0.87515, 0.87456, 0.8734, 0.87456, 0.86989, 0.87223, 0.86756, 0.86698, 0.86698]","[0.6646981835365295, 0.6557880640029907, 0.6002662777900696, 0.5752227902412415, 0.5739749073982239, 0.5973625779151917, 0.5607703924179077, 0.5609680414199829, 0.5599003434181213, 0.5634426474571228]","[0.6868837475776672, 0.6671193838119507, 0.6180022358894348, 0.6015836596488953, 0.6028417944908142, 0.6243069171905518, 0.5953879356384277, 0.602899432182312, 0.6012328863143921, 0.6001971364021301]","[0.178451269865036, 0.1615074723958969, 0.09538420289754868, 0.06620825827121735, 0.06225196644663811, 0.07975102216005325, 0.04913390427827835, 0.04809839650988579, 0.04580947384238243, 0.05119537562131882]","[0.18204672634601593, 0.16114124655723572, 0.10617927461862564, 0.08752552419900894, 0.0875474214553833, 0.10266167670488358, 0.08056043833494186, 0.08649168908596039, 0.08370202034711838, 0.08504140377044678]","[0.4862495958805084, 0.49435514211654663, 0.5049639344215393, 0.5090093612670898, 0.5116355419158936, 0.517488420009613, 0.5116812586784363, 0.5128647685050964, 0.5140206217765808, 0.5121183395385742]","[0.505029559135437, 0.5063087344169617, 0.5120426416397095, 0.5142128467559814, 0.515426754951477, 0.5219846963882446, 0.5149756073951721, 0.5164400339126587, 0.5177684426307678, 0.5155968070030212]",0.88271,0.90468,0.86003,0.87631,0.89216,0.85068,650,243,0.86725,0.87779,0.85382,0.86698,0.87456,0.85509
0.8,0.07,6,1.0,"[0.87298, 0.87101, 0.86873, 0.86751, 0.86538, 0.86418, 0.86141, 0.86086]","[0.92052, 0.91678, 0.91279, 0.90975, 0.90725, 0.90414, 0.90105, 0.90015]","[0.88286, 0.88096, 0.87936, 0.8779, 0.87673, 0.87571, 0.87425, 0.87381]","[0.86245, 0.86037, 0.86198, 0.86731, 0.86869, 0.86278, 0.86554, 0.86475]","[0.91001, 0.90008, 0.90041, 0.90677, 0.90763, 0.90048, 0.9032, 0.90416]","[0.87865, 0.87515, 0.87456, 0.8769, 0.87748, 0.87456, 0.87515, 0.87631]","[0.6611796617507935, 0.6402910947799683, 0.5810361504554749, 0.5578106045722961, 0.5531774163246155, 0.5568687319755554, 0.5520910024642944, 0.5579908490180969]","[0.6833735108375549, 0.6501114964485168, 0.5981386303901672, 0.582574725151062, 0.5796870589256287, 0.5851334929466248, 0.5830832719802856, 0.5839588642120361]","[0.1768152266740799, 0.14675502479076385, 0.07656348496675491, 0.049180418252944946, 0.04289279133081436, 0.04696601256728172, 0.03849399834871292, 0.04732653871178627]","[0.1792687028646469, 0.1446516364812851, 0.08756183087825775, 0.06943689286708832, 0.06576360017061234, 0.07214609533548355, 0.0661768689751625, 0.07011102139949799]","[0.48436474800109863, 0.4936128556728363, 0.5045667886734009, 0.5086497068405151, 0.5102394819259644, 0.5098674297332764, 0.5135625004768372, 0.510558545589447]","[0.5042420029640198, 0.5058306455612183, 0.5110127329826355, 0.5134903788566589, 0.5143117308616638, 0.5133398175239563, 0.5172062516212463, 0.5141140222549438]",0.88286,0.92052,0.87298,0.87865,0.91001,0.86245,578,189,0.87381,0.90015,0.86086,0.87631,0.90416,0.86475
0.8,0.08,8,1.0,"[0.88015, 0.88198, 0.87988, 0.87549, 0.87218, 0.86659, 0.86636, 0.86306, 0.86261, 0.8613, 0.85957, 0.85904, 0.85961]","[0.92717, 0.92398, 0.92058, 0.91331, 0.90784, 0.89775, 0.89646, 0.88961, 0.88759, 0.8846, 0.88176, 0.88072, 0.88118]","[0.91174, 0.90999, 0.9078, 0.90372, 0.90051, 0.89482, 0.89424, 0.89001, 0.88884, 0.88753, 0.88607, 0.88534, 0.88563]","[0.86658, 0.86441, 0.86992, 0.86875, 0.86703, 0.87003, 0.87445, 0.87053, 0.86952, 0.86778, 0.86565, 0.8654, 0.86695]","[0.91431, 0.90542, 0.9106, 0.90831, 0.90656, 0.90688, 0.90997, 0.90597, 0.90376, 0.90082, 0.89734, 0.89705, 0.90176]","[0.9049, 0.90257, 0.90373, 0.90257, 0.9014, 0.90082, 0.90257, 0.89965, 0.89907, 0.89732, 0.89557, 0.89557, 0.89848]","[0.6728785634040833, 0.6594824194908142, 0.6101722121238708, 0.5846179723739624, 0.5883397459983826, 0.5769557356834412, 0.5865515470504761, 0.5681107640266418, 0.5642766952514648, 0.558992326259613, 0.5626843571662903, 0.5767528414726257, 0.5658006072044373]","[0.6980432271957397, 0.6720525026321411, 0.6299680471420288, 0.6115983128547668, 0.6130207180976868, 0.6094843149185181, 0.6174629926681519, 0.603661298751831, 0.6060552597045898, 0.6051338315010071, 0.608134925365448, 0.616936445236206, 0.6055629849433899]","[0.1898476779460907, 0.16805194318294525, 0.109001524746418, 0.07878385484218597, 0.07871302962303162, 0.06587109714746475, 0.07371634244918823, 0.05835000053048134, 0.05561663210391998, 0.04954935610294342, 0.05411243438720703, 0.06627780944108963, 0.05383608490228653]","[0.19390152394771576, 0.16658364236354828, 0.12010005861520767, 0.09952585399150848, 0.09805869311094284, 0.09401209652423859, 0.10032755881547928, 0.08959098905324936, 0.09323012828826904, 0.09168902784585953, 0.09588181972503662, 0.1028348058462143, 0.08966020494699478]","[0.4830054044723511, 0.49148592352867126, 0.5012485384941101, 0.5058786869049072, 0.509580671787262, 0.5110980272293091, 0.5127405524253845, 0.5097415447235107, 0.508634626865387, 0.5093626379966736, 0.5084689855575562, 0.510255753993988, 0.5119119882583618]","[0.5042117834091187, 0.5056580305099487, 0.5100682377815247, 0.5121363401412964, 0.515163242816925, 0.5155062079429626, 0.5172471404075623, 0.5139977335929871, 0.5128856897354126, 0.5136442184448242, 0.5124397873878479, 0.5142582654953003, 0.51603102684021]",0.91174,0.92717,0.88015,0.9049,0.91431,0.86658,783,324,0.88563,0.88118,0.85961,0.89848,0.90176,0.86695
0.9,0.06,6,1.0,"[0.85483, 0.8587, 0.85827, 0.85524, 0.8561, 0.85389, 0.85271, 0.85309]","[0.90699, 0.90878, 0.90635, 0.90225, 0.90097, 0.89781, 0.89648, 0.89641]","[0.87892, 0.87761, 0.87586, 0.87425, 0.87381, 0.87236, 0.87177, 0.87163]","[0.83888, 0.84712, 0.84428, 0.84855, 0.85085, 0.85786, 0.84947, 0.85438]","[0.88788, 0.88942, 0.88678, 0.8909, 0.89228, 0.89675, 0.89168, 0.89533]","[0.87223, 0.87106, 0.86931, 0.87048, 0.87106, 0.8734, 0.87106, 0.87281]","[0.6667855978012085, 0.6336644291877747, 0.5795824527740479, 0.5576964020729065, 0.5492134094238281, 0.5700892210006714, 0.5490172505378723, 0.5451958775520325]","[0.6881771683692932, 0.6440533399581909, 0.5958258509635925, 0.5808581709861755, 0.5782760977745056, 0.5974345207214355, 0.5772829055786133, 0.5783467888832092]","[0.18042990565299988, 0.13839073479175568, 0.07317651808261871, 0.04828750342130661, 0.03884531557559967, 0.055206652730703354, 0.03690222278237343, 0.03297934681177139]","[0.183021679520607, 0.1370161920785904, 0.08283989131450653, 0.06678296625614166, 0.06417477875947952, 0.07873506098985672, 0.06180718168616295, 0.06310570985078812]","[0.48635953664779663, 0.4953438937664032, 0.506486177444458, 0.5094422698020935, 0.5103626847267151, 0.514762282371521, 0.5121555328369141, 0.5122361779212952]","[0.5054692029953003, 0.5073444247245789, 0.5132481455802917, 0.514312744140625, 0.5143559575080872, 0.518940269947052, 0.5156884789466858, 0.5154603123664856]",0.87892,0.90699,0.85483,0.87223,0.88788,0.83888,549,189,0.87163,0.89641,0.85309,0.87281,0.89533,0.85438
0.9,0.06,7,1.0,"[0.86748, 0.87049, 0.86688, 0.86926, 0.86673, 0.86488, 0.86272, 0.86392, 0.86368, 0.86329]","[0.91359, 0.91289, 0.90732, 0.90716, 0.90179, 0.89867, 0.89717, 0.89714, 0.89579, 0.89509]","[0.88461, 0.88359, 0.88096, 0.88082, 0.87877, 0.87732, 0.87644, 0.87629, 0.87571, 0.87542]","[0.86007, 0.85663, 0.86038, 0.86026, 0.85789, 0.85875, 0.85955, 0.8584, 0.85331, 0.85546]","[0.90366, 0.8928, 0.89448, 0.89397, 0.89291, 0.89186, 0.89068, 0.89183, 0.88616, 0.88766]","[0.88098, 0.87573, 0.87631, 0.87573, 0.87515, 0.87456, 0.87398, 0.87456, 0.87165, 0.87281]","[0.6702455878257751, 0.6485026478767395, 0.5935016870498657, 0.5693879127502441, 0.5625331997871399, 0.5779804587364197, 0.5592651963233948, 0.5529237985610962, 0.5509585738182068, 0.5472856760025024]","[0.6946666836738586, 0.6600489020347595, 0.6126786470413208, 0.5965474843978882, 0.5911507606506348, 0.6076472401618958, 0.5935578346252441, 0.5851619839668274, 0.5908832550048828, 0.5854264497756958]","[0.18725310266017914, 0.1556629240512848, 0.08989343047142029, 0.060119740664958954, 0.052452072501182556, 0.06710390001535416, 0.04538504779338837, 0.04233619198203087, 0.04006526246666908, 0.03788446635007858]","[0.19018612802028656, 0.15346169471740723, 0.10091239959001541, 0.08132260292768478, 0.07615506649017334, 0.09237183630466461, 0.07538490742444992, 0.0709020271897316, 0.07579690963029861, 0.07178258895874023]","[0.48299938440322876, 0.4929245114326477, 0.5036892294883728, 0.5092753171920776, 0.5100310444831848, 0.5107926726341248, 0.5139420628547668, 0.5105627775192261, 0.510835587978363, 0.509351909160614]","[0.504723310470581, 0.5069988965988159, 0.5120354890823364, 0.5154463052749634, 0.5151796936988831, 0.5155389904975891, 0.518398642539978, 0.5143204927444458, 0.5152535438537598, 0.5138087272644043]",0.88461,0.91359,0.86748,0.88098,0.90366,0.86007,658,243,0.87542,0.89509,0.86329,0.87281,0.88766,0.85546
0.9,0.06,7,1.0,"[0.87394, 0.87984, 0.87429, 0.86791, 0.86637, 0.86497, 0.86403]","[0.91973, 0.92306, 0.91639, 0.90947, 0.90742, 0.90426, 0.90334]","[0.8884, 0.88899, 0.88592, 0.88257, 0.8814, 0.8798, 0.87921]","[0.85535, 0.86474, 0.86654, 0.86691, 0.86618, 0.86494, 0.86713]","[0.89734, 0.89905, 0.89787, 0.89907, 0.89761, 0.8963, 0.90055]","[0.87923, 0.87923, 0.87923, 0.87923, 0.87865, 0.87806, 0.87923]","[0.6706613898277283, 0.6442689299583435, 0.5878505110740662, 0.5674012899398804, 0.5626379251480103, 0.5642316937446594, 0.5562066435813904]","[0.6914436221122742, 0.6553406715393066, 0.6068847179412842, 0.5936053395271301, 0.5879776477813721, 0.5912857055664062, 0.5862231254577637]","[0.18556340038776398, 0.15065233409404755, 0.08382302522659302, 0.05887417495250702, 0.052192069590091705, 0.05343387648463249, 0.046494096517562866]","[0.18745867908000946, 0.1498951017856598, 0.09630332142114639, 0.08046398311853409, 0.07352286577224731, 0.07686460018157959, 0.07316970825195312]","[0.4850868880748749, 0.49367982149124146, 0.504104495048523, 0.5085310935974121, 0.5104262232780457, 0.510761559009552, 0.5096808075904846]","[0.5041478276252747, 0.5057815313339233, 0.5108312368392944, 0.5133782625198364, 0.5147043466567993, 0.5146616697311401, 0.5133898854255676]",0.8884,0.91973,0.87394,0.87923,0.89734,0.85535,530,162,0.87921,0.90334,0.86403,0.87923,0.90055,0.86713
